current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
netflix,linkedin,3.4,2392362,3234057,Female,Gurgaon,Software Developer,IT,PhD,None,AI,1,1
salesforce,ibm,12.3,2181592,2674536,Male,Mumbai,Business Analyst,IT,Bachelor,Scrum Master,Security,1,2
valuelabs,wipro,11.6,1977871,2979618,Female,Pune,Business Analyst,IT,Master,GCP,DevOps,5,3
sap,adobe,4.2,1931870,2707169,Female,Chennai,Tech Lead,IT,PhD,None,Cloud,2,1
accenture,microsoft,6.1,3081853,4037207,Female,Hyderabad,DevOps Engineer,IT,Bachelor,AWS,Data Engineering,2,1
zensar,salesforce,3.1,2795314,3938864,Male,Hyderabad,Tech Lead,IT,Bachelor,Azure,AI,4,1
wipro,google,12.9,2614431,3865283,Male,Delhi,Software Developer,IT,PhD,PMP,AI,3,1
salesforce,hcl,2.5,2148439,3008645,Male,Chennai,Cloud Engineer,IT,Bachelor,PMP,Cloud,1,3
wipro,sap,12.8,3283797,4186638,Male,Mumbai,Tech Lead,IT,PhD,GCP,Full Stack,3,2
google,uber,3.5,1133398,1544704,Male,Bangalore,Cloud Engineer,IT,Bachelor,None,AI,1,1
meta,sap,5.7,2756411,3409979,Male,Gurgaon,Senior Developer,IT,Master,AWS,Security,1,2
zensar,oracle,8.3,2730537,3921690,Male,Gurgaon,Software Developer,IT,Bachelor,AWS,Full Stack,4,2
netflix,infosys,8.7,2607639,3634571,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Scrum Master,DevOps,1,3
deloitte,happiest-minds,13.6,3236493,4837052,Male,Gurgaon,Data Scientist,IT,Bachelor,AWS,Cloud,2,5
happiest-minds,hcl,11.5,1705524,2721816,Female,Hyderabad,Cloud Engineer,IT,PhD,GCP,DevOps,5,3
adobe,google,11.4,3142187,4837866,Male,Pune,Software Developer,IT,Master,Scrum Master,DevOps,1,1
deloitte,ibm,11.3,2321643,3191175,Male,Hyderabad,Data Scientist,IT,Bachelor,PMP,Security,2,2
microsoft,amazon,13.8,1121683,1395265,Male,Hyderabad,Cloud Engineer,IT,Bachelor,Scrum Master,Security,1,1
tcs,deloitte,2.6,2665078,3668738,Female,Mumbai,Data Scientist,IT,PhD,None,Data Engineering,3,2
cts,deloitte,1.2,1365862,2183890,Other,Delhi,Business Analyst,IT,Bachelor,Azure,Security,3,2
virtusa,microsoft,13.9,1334074,1624451,Male,Pune,Business Analyst,IT,PhD,None,Security,4,1
ibm,deloitte,3.5,2519049,3164191,Female,Gurgaon,DevOps Engineer,IT,Master,Azure,Cloud,2,2
accenture,apple,4.0,1195812,1809035,Female,Mumbai,Cloud Engineer,IT,Master,Azure,AI,2,1
ibm,meta,9.7,3235073,4780153,Male,Delhi,Tech Lead,IT,Bachelor,PMP,Security,2,1
deloitte,hexaware,14.3,1605799,1987368,Male,Mumbai,Data Scientist,IT,PhD,GCP,Full Stack,2,4
coforge,ibm,1.5,1837529,2875389,Male,Bangalore,Data Scientist,IT,Master,Scrum Master,DevOps,5,2
adobe,hexaware,8.6,828680,1047666,Male,Mumbai,QA Engineer,IT,PhD,GCP,AI,1,4
uber,apple,10.0,2756541,3390462,Female,Gurgaon,Tech Lead,IT,Bachelor,GCP,DevOps,1,1
salesforce,infosys,13.2,2556862,3402653,Male,Pune,Software Developer,IT,Master,PMP,Cloud,1,3
virtusa,microsoft,7.2,3272616,5034537,Male,Pune,QA Engineer,IT,Bachelor,AWS,Cloud,4,1
amazon,cts,13.9,1405821,1753071,Male,Gurgaon,QA Engineer,IT,Bachelor,Azure,Full Stack,1,3
uber,adobe,13.4,1636045,2183096,Male,Mumbai,QA Engineer,IT,Bachelor,Scrum Master,Full Stack,1,1
virtusa,ibm,3.3,2658282,3331613,Male,Hyderabad,Cloud Engineer,IT,Master,PMP,DevOps,4,2
tcs,zensar,13.4,3453090,4795028,Male,Bangalore,QA Engineer,IT,Master,PMP,AI,3,4
zensar,microsoft,9.5,2830812,3828803,Male,Hyderabad,Cloud Engineer,IT,Master,Scrum Master,Full Stack,4,1
tcs,linkedin,8.0,2365425,3160840,Male,Delhi,Cloud Engineer,IT,PhD,PMP,AI,3,1
hexaware,sap,3.9,2771470,3754022,Male,Pune,QA Engineer,IT,PhD,PMP,AI,4,2
amazon,oracle,7.2,3203275,4381104,Male,Chennai,Data Scientist,IT,Bachelor,Azure,AI,1,2
cts,apple,8.7,1799144,2244392,Male,Gurgaon,Business Analyst,IT,PhD,PMP,Cloud,3,1
salesforce,meta,5.2,2120006,2623487,Male,Chennai,Software Developer,IT,PhD,Azure,AI,1,1
netflix,google,13.8,2191481,3174674,Female,Chennai,Data Scientist,IT,Bachelor,Azure,Security,1,1
hexaware,infosys,9.3,2483864,3604036,Male,Bangalore,Cloud Engineer,IT,Bachelor,GCP,AI,4,3
sap,virtusa,1.2,1103132,1763259,Female,Pune,QA Engineer,IT,Master,PMP,Cloud,2,4
linkedin,hcl,3.6,2656404,4228051,Female,Chennai,QA Engineer,IT,Bachelor,PMP,AI,1,3
coforge,valuelabs,14.3,1381041,1970636,Female,Pune,Software Developer,IT,Master,GCP,DevOps,5,5
accenture,coforge,6.7,2475737,3050138,Male,Pune,Business Analyst,IT,Master,AWS,DevOps,2,5
meta,tcs,9.4,1413001,1828264,Male,Pune,Senior Developer,IT,PhD,Scrum Master,AI,1,3
google,accenture,5.9,839449,1249037,Female,Mumbai,Software Developer,IT,Bachelor,None,AI,1,2
virtusa,adobe,7.9,763510,1109741,Male,Bangalore,QA Engineer,IT,Bachelor,None,Data Engineering,4,1
wipro,linkedin,4.2,2668494,3843803,Male,Gurgaon,Cloud Engineer,IT,Master,Scrum Master,Cloud,3,1
deloitte,amazon,12.3,1140864,1561945,Male,Mumbai,Software Developer,IT,PhD,Scrum Master,Data Engineering,2,1
coforge,netflix,7.4,2568908,3596806,Female,Gurgaon,QA Engineer,IT,Bachelor,PMP,Security,5,1
tcs,accenture,9.0,2581060,3788150,Male,Gurgaon,Senior Developer,IT,Bachelor,None,Data Engineering,3,2
accenture,hcl,7.9,1377314,2012656,Male,Delhi,Senior Developer,IT,Bachelor,GCP,Data Engineering,2,3
valuelabs,virtusa,10.1,3057716,3694915,Male,Chennai,DevOps Engineer,IT,Bachelor,PMP,Cloud,5,4
google,ibm,11.7,1147091,1716710,Female,Chennai,Business Analyst,IT,PhD,None,Cloud,1,2
ibm,salesforce,5.8,679115,973372,Female,Gurgaon,DevOps Engineer,IT,Master,Azure,Security,2,1
ibm,zensar,5.3,1815572,2795299,Female,Mumbai,Business Analyst,IT,Master,Scrum Master,DevOps,2,4
salesforce,google,5.2,2528690,3724741,Female,Pune,DevOps Engineer,IT,Bachelor,AWS,AI,1,1
adobe,amazon,11.8,2102178,2822337,Male,Bangalore,QA Engineer,IT,PhD,None,DevOps,1,1
google,hexaware,7.3,2530417,3754494,Male,Gurgaon,Data Scientist,IT,Bachelor,PMP,Cloud,1,4
virtusa,ibm,4.0,1621167,2258408,Male,Bangalore,DevOps Engineer,IT,PhD,Azure,Full Stack,4,2
ibm,linkedin,11.7,3394616,4318091,Male,Pune,QA Engineer,IT,Master,Azure,Full Stack,2,1
coforge,netflix,12.3,1951388,2524224,Female,Pune,Cloud Engineer,IT,Bachelor,GCP,DevOps,5,1
salesforce,amazon,4.3,2672156,3920866,Male,Gurgaon,Senior Developer,IT,PhD,AWS,Data Engineering,1,1
infosys,happiest-minds,4.6,2089476,2920909,Male,Hyderabad,Data Scientist,IT,Bachelor,None,AI,3,5
adobe,amazon,13.9,2161429,3026777,Female,Pune,Business Analyst,IT,Bachelor,None,Cloud,1,1
coforge,accenture,12.0,2535576,3788882,Male,Pune,Data Scientist,IT,Bachelor,GCP,Full Stack,5,2
zensar,virtusa,2.6,2496885,3326239,Male,Chennai,QA Engineer,IT,Bachelor,GCP,DevOps,4,4
happiest-minds,coforge,2.5,890481,1292157,Male,Bangalore,Cloud Engineer,IT,PhD,AWS,Cloud,5,5
adobe,coforge,14.0,2501209,3048041,Male,Hyderabad,Cloud Engineer,IT,Master,GCP,AI,1,5
sap,accenture,1.8,793247,1010528,Male,Pune,Business Analyst,IT,Master,GCP,AI,2,2
meta,infosys,1.1,1209061,1860395,Male,Hyderabad,QA Engineer,IT,PhD,None,Data Engineering,1,3
oracle,tcs,5.8,788284,1230553,Male,Delhi,QA Engineer,IT,Bachelor,AWS,Data Engineering,2,3
oracle,uber,6.2,1796815,2715124,Male,Hyderabad,Data Scientist,IT,PhD,Scrum Master,DevOps,2,1
coforge,linkedin,14.2,2195451,3482379,Male,Pune,Data Scientist,IT,Master,GCP,Full Stack,5,1
happiest-minds,linkedin,9.8,2162220,2864222,Male,Hyderabad,Cloud Engineer,IT,PhD,PMP,AI,5,1
deloitte,virtusa,9.7,3144194,4237203,Male,Pune,Senior Developer,IT,PhD,AWS,Data Engineering,2,4
netflix,wipro,13.4,1116313,1701770,Male,Mumbai,DevOps Engineer,IT,PhD,PMP,Data Engineering,1,3
linkedin,tcs,6.9,1288518,1727027,Male,Bangalore,QA Engineer,IT,Master,GCP,Full Stack,1,3
amazon,hexaware,10.2,944794,1376849,Male,Chennai,DevOps Engineer,IT,PhD,AWS,Data Engineering,1,4
microsoft,wipro,5.4,2051905,2495549,Male,Hyderabad,DevOps Engineer,IT,PhD,None,Cloud,1,3
virtusa,meta,3.4,905096,1211328,Male,Bangalore,QA Engineer,IT,Bachelor,Scrum Master,Data Engineering,4,1
apple,valuelabs,5.4,1273214,1850766,Male,Mumbai,Data Scientist,IT,Bachelor,Scrum Master,Full Stack,1,5
adobe,infosys,3.0,1314818,1585951,Female,Delhi,Software Developer,IT,PhD,Scrum Master,Data Engineering,1,3
virtusa,accenture,14.1,1156121,1477336,Male,Gurgaon,Cloud Engineer,IT,Master,Scrum Master,Security,4,2
apple,accenture,13.1,3169875,4545286,Male,Hyderabad,Cloud Engineer,IT,Bachelor,PMP,Security,1,2
accenture,netflix,3.2,602351,734670,Male,Mumbai,Software Developer,IT,Bachelor,PMP,Full Stack,2,1
google,salesforce,4.3,2178345,3113417,Male,Chennai,Business Analyst,IT,Master,PMP,AI,1,1
sap,zensar,6.6,1056522,1625663,Male,Chennai,Software Developer,IT,PhD,None,Data Engineering,2,4
meta,sap,6.1,2875216,3814039,Female,Chennai,Senior Developer,IT,Master,PMP,Data Engineering,1,2
virtusa,coforge,11.3,1166786,1823592,Female,Bangalore,DevOps Engineer,IT,Master,PMP,AI,4,5
amazon,salesforce,10.8,867249,1174425,Male,Bangalore,Senior Developer,IT,Master,AWS,Cloud,1,1
adobe,ibm,11.8,3394861,4675788,Male,Hyderabad,Business Analyst,IT,Bachelor,Scrum Master,AI,1,2
valuelabs,happiest-minds,2.1,1424880,1907803,Male,Delhi,Data Scientist,IT,Master,PMP,Data Engineering,5,5
accenture,hcl,8.4,1589643,1974591,Other,Hyderabad,DevOps Engineer,IT,Master,Azure,Data Engineering,2,3
microsoft,linkedin,12.8,1442637,2101926,Male,Bangalore,Tech Lead,IT,PhD,None,AI,1,1
happiest-minds,coforge,2.8,1774158,2453284,Male,Pune,Software Developer,IT,PhD,PMP,Cloud,5,5
ibm,oracle,6.6,1850523,2673681,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Scrum Master,Cloud,2,2
ibm,adobe,12.7,2355654,3310495,Male,Mumbai,DevOps Engineer,IT,Bachelor,AWS,Full Stack,2,1
ibm,accenture,14.1,3591939,5104204,Male,Mumbai,DevOps Engineer,IT,PhD,Azure,Cloud,2,2
sap,coforge,5.8,1333787,2107294,Male,Delhi,Tech Lead,IT,Master,AWS,Full Stack,2,5
ibm,accenture,8.9,882342,1319188,Female,Chennai,Tech Lead,IT,PhD,GCP,Cloud,2,2
cts,uber,4.6,1467992,2029397,Male,Chennai,Software Developer,IT,PhD,PMP,AI,3,1
tcs,wipro,9.5,1778920,2696540,Male,Hyderabad,Tech Lead,IT,Master,GCP,AI,3,3
uber,salesforce,10.2,1925919,2400138,Female,Bangalore,Business Analyst,IT,PhD,Azure,Cloud,1,1
microsoft,zensar,8.5,1608009,2205138,Male,Hyderabad,Tech Lead,IT,PhD,Azure,Data Engineering,1,4
meta,salesforce,14.6,2781854,3366352,Male,Pune,Cloud Engineer,IT,Bachelor,Azure,DevOps,1,1
hcl,cts,12.8,1327326,1916422,Male,Bangalore,Cloud Engineer,IT,Master,Azure,Data Engineering,3,3
virtusa,accenture,12.5,2073616,2870864,Male,Chennai,Software Developer,IT,Bachelor,PMP,DevOps,4,2
oracle,tcs,5.9,2888554,4178348,Other,Mumbai,Data Scientist,IT,Master,GCP,DevOps,2,3
hexaware,apple,1.5,2234332,3405319,Female,Hyderabad,Data Scientist,IT,Bachelor,Azure,Data Engineering,4,1
adobe,accenture,11.1,1922326,2328242,Male,Delhi,Senior Developer,IT,PhD,AWS,Security,1,2
accenture,salesforce,5.9,3127588,4851374,Male,Gurgaon,Software Developer,IT,Master,PMP,DevOps,2,1
accenture,salesforce,8.2,2352863,3240229,Male,Hyderabad,Business Analyst,IT,PhD,Scrum Master,Cloud,2,1
microsoft,hexaware,5.7,888132,1151243,Female,Gurgaon,DevOps Engineer,IT,Bachelor,PMP,Full Stack,1,4
netflix,valuelabs,8.1,3241665,4341955,Male,Delhi,Cloud Engineer,IT,Bachelor,None,AI,1,5
oracle,adobe,11.5,1897405,2403702,Male,Chennai,Tech Lead,IT,PhD,AWS,Data Engineering,2,1
apple,netflix,5.7,2847077,4168098,Female,Bangalore,QA Engineer,IT,Bachelor,AWS,Cloud,1,1
amazon,happiest-minds,5.8,2416151,3118547,Male,Hyderabad,Software Developer,IT,Master,Scrum Master,AI,1,5
linkedin,deloitte,11.6,2684970,3784175,Other,Mumbai,DevOps Engineer,IT,PhD,Scrum Master,DevOps,1,2
infosys,coforge,7.5,1193001,1456398,Female,Bangalore,Software Developer,IT,Bachelor,Scrum Master,Security,3,5
linkedin,hexaware,2.7,1693398,2214872,Male,Mumbai,DevOps Engineer,IT,Master,None,DevOps,1,4
valuelabs,sap,12.0,2923828,4322501,Female,Chennai,Senior Developer,IT,Bachelor,Azure,Full Stack,5,2
accenture,virtusa,4.2,1311859,1879422,Male,Gurgaon,Cloud Engineer,IT,PhD,AWS,AI,2,4
adobe,deloitte,8.8,1577169,2177010,Female,Bangalore,Tech Lead,IT,Master,GCP,Security,1,2
accenture,valuelabs,11.4,3219965,5100937,Male,Mumbai,Tech Lead,IT,Master,PMP,Data Engineering,2,5
happiest-minds,hcl,1.0,1521789,2371881,Male,Hyderabad,Tech Lead,IT,Master,GCP,DevOps,5,3
zensar,accenture,6.4,3180255,4562097,Male,Gurgaon,Cloud Engineer,IT,PhD,Scrum Master,AI,4,2
oracle,infosys,11.5,1240455,1787991,Female,Pune,DevOps Engineer,IT,PhD,GCP,Data Engineering,2,3
google,adobe,11.5,1674620,2136587,Female,Bangalore,DevOps Engineer,IT,Bachelor,AWS,AI,1,1
apple,google,11.9,1652121,2060569,Female,Delhi,Software Developer,IT,Master,PMP,Full Stack,1,1
netflix,deloitte,7.4,946508,1284502,Male,Mumbai,Tech Lead,IT,Bachelor,Azure,Security,1,2
apple,happiest-minds,2.1,1469074,2260530,Male,Hyderabad,Senior Developer,IT,Bachelor,GCP,Data Engineering,1,5
tcs,microsoft,10.1,2777582,3901543,Male,Hyderabad,DevOps Engineer,IT,Master,None,Cloud,3,1
tcs,meta,3.2,2382871,3011603,Other,Hyderabad,QA Engineer,IT,Master,GCP,Cloud,3,1
hexaware,cts,2.3,2099814,3351795,Female,Gurgaon,Software Developer,IT,Master,PMP,Security,4,3
hcl,wipro,4.7,1869868,2932436,Male,Mumbai,Data Scientist,IT,Master,PMP,Data Engineering,3,3
accenture,oracle,3.3,3023095,4735270,Female,Chennai,Cloud Engineer,IT,Bachelor,None,Security,2,2
google,meta,10.3,1955246,2761969,Male,Hyderabad,Business Analyst,IT,PhD,AWS,Cloud,1,1
oracle,accenture,9.3,2640741,4039726,Female,Mumbai,Senior Developer,IT,PhD,Scrum Master,AI,2,2
meta,happiest-minds,11.4,2808201,4179123,Male,Delhi,Data Scientist,IT,Master,PMP,Cloud,1,5
salesforce,zensar,13.5,2423592,2909044,Male,Delhi,Software Developer,IT,PhD,AWS,AI,1,4
accenture,amazon,14.6,1962427,2884046,Male,Bangalore,Cloud Engineer,IT,Bachelor,AWS,Cloud,2,1
wipro,oracle,5.6,2236411,3349790,Male,Pune,Cloud Engineer,IT,Master,Azure,DevOps,3,2
uber,virtusa,12.4,3464280,4232974,Male,Gurgaon,Data Scientist,IT,Bachelor,AWS,Data Engineering,1,4
cts,hcl,13.1,1357074,1730330,Female,Hyderabad,Cloud Engineer,IT,Bachelor,Azure,DevOps,3,3
virtusa,ibm,4.1,1763436,2514933,Female,Chennai,Software Developer,IT,Bachelor,AWS,DevOps,4,2
happiest-minds,deloitte,4.1,1505691,1999484,Male,Mumbai,Business Analyst,IT,PhD,Azure,DevOps,5,2
amazon,linkedin,14.7,2409546,3494945,Male,Pune,QA Engineer,IT,PhD,GCP,Full Stack,1,1
wipro,linkedin,7.1,2846762,4238737,Female,Gurgaon,Cloud Engineer,IT,Master,GCP,DevOps,3,1
tcs,ibm,2.8,994545,1472249,Female,Delhi,Data Scientist,IT,PhD,GCP,Data Engineering,3,2
accenture,happiest-minds,4.0,682832,888080,Male,Bangalore,Senior Developer,IT,PhD,PMP,Cloud,2,5
linkedin,microsoft,11.5,2251584,3501342,Female,Bangalore,DevOps Engineer,IT,Bachelor,None,Full Stack,1,1
salesforce,hexaware,3.7,1325394,1933417,Male,Chennai,Senior Developer,IT,PhD,Scrum Master,AI,1,4
accenture,deloitte,8.2,1043969,1445702,Male,Bangalore,QA Engineer,IT,Master,Scrum Master,Security,2,2
apple,salesforce,13.9,1141814,1767440,Male,Chennai,Cloud Engineer,IT,Bachelor,AWS,Cloud,1,1
deloitte,cts,11.8,1921098,2498737,Female,Mumbai,Senior Developer,IT,PhD,Azure,Data Engineering,2,3
netflix,meta,14.9,2176869,3185570,Male,Chennai,Tech Lead,IT,Bachelor,GCP,Cloud,1,1
virtusa,uber,13.8,2126434,3185209,Male,Gurgaon,Business Analyst,IT,PhD,GCP,Data Engineering,4,1
infosys,sap,9.4,2208082,2896329,Female,Chennai,Tech Lead,IT,PhD,Scrum Master,DevOps,3,2
infosys,salesforce,7.4,1468580,2143620,Other,Delhi,Business Analyst,IT,Bachelor,PMP,DevOps,3,1
deloitte,amazon,4.0,2506770,3135700,Female,Delhi,Cloud Engineer,IT,PhD,None,Data Engineering,2,1
meta,adobe,4.4,814769,985387,Other,Pune,Cloud Engineer,IT,PhD,None,Full Stack,1,1
cts,ibm,2.6,551695,829774,Male,Mumbai,Tech Lead,IT,PhD,Azure,AI,3,2
tcs,infosys,14.0,2652035,4141704,Male,Hyderabad,Business Analyst,IT,PhD,None,Security,3,3
netflix,amazon,8.7,892757,1252933,Male,Mumbai,Software Developer,IT,Bachelor,GCP,Security,1,1
wipro,salesforce,14.2,2327567,3438415,Male,Pune,DevOps Engineer,IT,PhD,AWS,Cloud,3,1
accenture,tcs,11.1,3219744,4632857,Male,Hyderabad,DevOps Engineer,IT,PhD,GCP,Data Engineering,2,3
microsoft,amazon,11.5,2328410,2853419,Female,Delhi,Senior Developer,IT,Bachelor,Azure,Security,1,1
tcs,google,10.8,2305443,3498232,Male,Pune,Business Analyst,IT,Master,None,Security,3,1
microsoft,linkedin,1.7,1020926,1413942,Male,Chennai,Business Analyst,IT,Bachelor,PMP,Data Engineering,1,1
happiest-minds,microsoft,5.1,1880812,2803652,Male,Gurgaon,Senior Developer,IT,PhD,AWS,Security,5,1
netflix,hexaware,7.6,2462281,3866103,Female,Bangalore,Cloud Engineer,IT,PhD,Azure,AI,1,4
amazon,hcl,3.9,1376024,2100163,Male,Bangalore,Senior Developer,IT,Bachelor,PMP,Data Engineering,1,3
google,amazon,8.1,3256808,5087557,Male,Pune,Cloud Engineer,IT,PhD,Scrum Master,Full Stack,1,1
valuelabs,amazon,14.9,3204055,4204935,Male,Hyderabad,QA Engineer,IT,Bachelor,None,Cloud,5,1
hcl,deloitte,12.2,1165239,1752649,Male,Mumbai,Tech Lead,IT,PhD,GCP,AI,3,2
deloitte,apple,12.9,1278049,1658027,Female,Pune,QA Engineer,IT,Master,AWS,Cloud,2,1
microsoft,valuelabs,5.4,2423875,3438533,Male,Chennai,Business Analyst,IT,Bachelor,Azure,AI,1,5
meta,apple,8.5,3158168,4408109,Male,Chennai,Data Scientist,IT,PhD,AWS,Data Engineering,1,1
uber,meta,9.5,2105946,2767634,Male,Gurgaon,Tech Lead,IT,Master,PMP,Security,1,1
accenture,hexaware,7.1,1054211,1345048,Male,Mumbai,Senior Developer,IT,PhD,None,Full Stack,2,4
cts,uber,11.5,2807273,3402250,Male,Hyderabad,Software Developer,IT,Master,None,AI,3,1
coforge,zensar,6.8,3209290,5027749,Male,Pune,Data Scientist,IT,PhD,None,AI,5,4
apple,netflix,7.2,3132921,4380824,Male,Delhi,Business Analyst,IT,Bachelor,Azure,Full Stack,1,1
accenture,ibm,13.5,1643218,2136118,Male,Pune,Software Developer,IT,PhD,Scrum Master,Security,2,2
linkedin,google,14.7,2065559,2492179,Male,Delhi,DevOps Engineer,IT,Bachelor,Azure,DevOps,1,1
tcs,hexaware,1.4,2215364,3031502,Male,Pune,QA Engineer,IT,Master,AWS,AI,3,4
ibm,salesforce,11.1,3085377,4026755,Male,Bangalore,Business Analyst,IT,Master,Azure,Data Engineering,2,1
deloitte,microsoft,14.5,2151036,2953805,Male,Mumbai,Senior Developer,IT,Bachelor,None,AI,2,1
infosys,hexaware,1.3,877238,1187322,Female,Chennai,Senior Developer,IT,PhD,None,Security,3,4
tcs,adobe,6.2,1382363,1939632,Male,Hyderabad,Software Developer,IT,Bachelor,GCP,AI,3,1
google,oracle,12.3,2396416,2882037,Male,Mumbai,Business Analyst,IT,Master,None,Full Stack,1,2
salesforce,virtusa,3.3,1068427,1510290,Male,Pune,QA Engineer,IT,Bachelor,Scrum Master,Data Engineering,1,4
deloitte,amazon,13.5,2993472,4615862,Female,Hyderabad,DevOps Engineer,IT,Bachelor,PMP,DevOps,2,1
tcs,netflix,6.9,1320782,1680645,Female,Mumbai,Software Developer,IT,Bachelor,GCP,DevOps,3,1
wipro,amazon,14.3,2666655,4033741,Male,Hyderabad,Data Scientist,IT,Bachelor,AWS,DevOps,3,1
deloitte,hcl,8.9,1065284,1425114,Male,Hyderabad,QA Engineer,IT,Master,PMP,DevOps,2,3
wipro,adobe,7.5,1665568,2047739,Female,Mumbai,Business Analyst,IT,Master,None,Security,3,1
uber,meta,4.8,961566,1225563,Male,Pune,QA Engineer,IT,PhD,None,DevOps,1,1
valuelabs,accenture,4.5,1394908,2074239,Male,Chennai,QA Engineer,IT,Master,Scrum Master,Security,5,2
wipro,deloitte,7.0,838576,1222906,Male,Bangalore,QA Engineer,IT,Master,GCP,DevOps,3,2
cts,deloitte,7.5,2293075,3087272,Female,Pune,Data Scientist,IT,Bachelor,None,Security,3,2
virtusa,ibm,10.5,980886,1406850,Other,Delhi,Business Analyst,IT,PhD,AWS,DevOps,4,2
sap,oracle,5.2,1794433,2477711,Male,Mumbai,Software Developer,IT,Master,None,AI,2,2
netflix,apple,4.1,2028076,2550194,Female,Delhi,QA Engineer,IT,Bachelor,None,Data Engineering,1,1
hcl,meta,1.8,2175556,2941090,Female,Delhi,Data Scientist,IT,PhD,GCP,Full Stack,3,1
happiest-minds,tcs,4.6,2476890,3881068,Male,Mumbai,Software Developer,IT,Master,AWS,Full Stack,5,3
meta,adobe,14.2,2681397,3471607,Male,Delhi,Cloud Engineer,IT,Bachelor,GCP,Security,1,1
cts,uber,14.0,3486433,4924133,Male,Delhi,Business Analyst,IT,Bachelor,None,Cloud,3,1
tcs,coforge,14.1,2780959,4424371,Female,Bangalore,Senior Developer,IT,Bachelor,GCP,Full Stack,3,5
happiest-minds,apple,3.7,885381,1175895,Female,Hyderabad,Tech Lead,IT,Master,Scrum Master,Cloud,5,1
meta,uber,5.7,779849,1159944,Male,Chennai,DevOps Engineer,IT,PhD,Azure,AI,1,1
google,ibm,13.1,2079462,3056633,Female,Chennai,Software Developer,IT,Bachelor,None,Data Engineering,1,2
uber,adobe,6.2,2999383,4337875,Male,Delhi,Cloud Engineer,IT,Master,Scrum Master,Cloud,1,1
deloitte,netflix,11.3,2213566,2930839,Male,Delhi,Tech Lead,IT,PhD,GCP,DevOps,2,1
wipro,hcl,13.4,1660168,2361628,Male,Bangalore,Data Scientist,IT,PhD,None,Cloud,3,3
deloitte,hexaware,14.5,3247884,4708974,Male,Hyderabad,Cloud Engineer,IT,PhD,AWS,AI,2,4
oracle,wipro,11.3,3276642,4437721,Male,Pune,DevOps Engineer,IT,PhD,None,Security,2,3
valuelabs,hcl,2.0,1387307,1971420,Male,Chennai,DevOps Engineer,IT,Master,PMP,Cloud,5,3
coforge,cts,7.9,1613467,2305955,Female,Pune,Business Analyst,IT,Master,PMP,Security,5,3
virtusa,oracle,4.4,2460005,3815395,Male,Mumbai,Tech Lead,IT,PhD,GCP,Cloud,4,2
linkedin,microsoft,1.6,815281,1190370,Male,Pune,Data Scientist,IT,Bachelor,GCP,AI,1,1
deloitte,tcs,5.0,2652292,4146365,Male,Delhi,Senior Developer,IT,PhD,AWS,AI,2,3
amazon,microsoft,9.4,835933,1010845,Male,Chennai,Data Scientist,IT,Master,GCP,Security,1,1
salesforce,sap,9.1,2978602,3626470,Male,Bangalore,DevOps Engineer,IT,PhD,Azure,DevOps,1,2
salesforce,wipro,6.3,1996635,3060857,Male,Gurgaon,Software Developer,IT,PhD,Azure,Security,1,3
salesforce,meta,6.7,1723280,2369563,Female,Mumbai,QA Engineer,IT,Master,GCP,DevOps,1,1
ibm,virtusa,1.3,1287471,1970732,Female,Delhi,Senior Developer,IT,Bachelor,Scrum Master,Cloud,2,4
google,ibm,13.3,1245353,1802095,Female,Mumbai,Data Scientist,IT,PhD,None,Data Engineering,1,2
virtusa,deloitte,3.4,2465736,3903428,Female,Delhi,Software Developer,IT,Master,Azure,Data Engineering,4,2
zensar,apple,1.6,1024784,1333042,Female,Hyderabad,Business Analyst,IT,Bachelor,AWS,Full Stack,4,1
oracle,google,10.6,1758154,2274193,Female,Delhi,Cloud Engineer,IT,Bachelor,GCP,Full Stack,2,1
accenture,apple,2.7,2278863,3391128,Male,Hyderabad,Tech Lead,IT,Master,GCP,DevOps,2,1
wipro,hcl,12.3,2092629,2565171,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Azure,Full Stack,3,3
wipro,valuelabs,6.8,898327,1179558,Male,Hyderabad,QA Engineer,IT,PhD,AWS,DevOps,3,5
zensar,deloitte,5.3,2036391,3209678,Male,Gurgaon,Senior Developer,IT,PhD,Scrum Master,Cloud,4,2
netflix,apple,2.1,2927460,4466867,Male,Mumbai,Business Analyst,IT,PhD,Azure,DevOps,1,1
netflix,coforge,8.0,2008417,2728686,Male,Mumbai,Data Scientist,IT,PhD,None,Cloud,1,5
microsoft,tcs,4.9,1864395,2376121,Female,Chennai,DevOps Engineer,IT,Master,None,Full Stack,1,3
